transaction_id,from_account,to_account,amount,transaction_type,timestamp,from_node,to_node,status
TX000735,ACC0284,ACC0888,3282.92,TRANSFER,2024-01-01 12:15:00,C,A,PENDING
TX000736,ACC0719,ACC0887,672.13,TRANSFER,2024-01-01 12:16:00,C,C,PENDING
TX000737,ACC0150,ACC0729,1617.26,TRANSFER,2024-01-01 12:17:00,A,A,PENDING
TX000738,ACC0254,ACC0780,4219.34,TRANSFER,2024-01-01 12:18:00,C,A,PENDING
TX000739,ACC0403,ACC0502,719.44,TRANSFER,2024-01-01 12:19:00,B,B,PENDING
TX000740,ACC0648,ACC0276,3142.79,TRANSFER,2024-01-01 12:20:00,A,A,PENDING
TX000741,ACC0385,ACC0463,386.83,TRANSFER,2024-01-01 12:21:00,B,B,PENDING
TX000742,ACC0814,ACC0902,3846.73,TRANSFER,2024-01-01 12:22:00,B,C,PENDING
TX000743,ACC0413,ACC0528,3751.51,TRANSFER,2024-01-01 12:23:00,C,A,PENDING
TX000744,ACC0712,ACC0959,4387.81,TRANSFER,2024-01-01 12:24:00,B,C,PENDING
TX000745,ACC0466,ACC0974,2445.34,TRANSFER,2024-01-01 12:25:00,B,C,PENDING
TX000746,ACC0596,ACC0003,4345.85,TRANSFER,2024-01-01 12:26:00,C,A,PENDING
TX000747,ACC0868,ACC0751,474.78,TRANSFER,2024-01-01 12:27:00,B,B,PENDING
TX000748,ACC0996,ACC0470,3177.85,TRANSFER,2024-01-01 12:28:00,A,C,PENDING
TX000749,ACC0715,ACC0367,4252.03,TRANSFER,2024-01-01 12:29:00,B,B,PENDING
TX000750,ACC0815,ACC0548,1994.6,TRANSFER,2024-01-01 12:30:00,C,C,PENDING
TX000751,ACC0992,ACC0440,4125.99,TRANSFER,2024-01-01 12:31:00,C,C,PENDING
TX000752,ACC0507,ACC0275,1621.1,TRANSFER,2024-01-01 12:32:00,A,C,PENDING
TX000753,ACC0291,ACC0346,2741.08,TRANSFER,2024-01-01 12:33:00,A,B,PENDING
TX000754,ACC0134,ACC0580,4263.59,TRANSFER,2024-01-01 12:34:00,C,B,PENDING
TX000755,ACC0808,ACC0352,4471.83,TRANSFER,2024-01-01 12:35:00,B,B,PENDING
TX000756,ACC0781,ACC0050,239.26,TRANSFER,2024-01-01 12:36:00,B,C,PENDING
TX000757,ACC0642,ACC0803,4185.14,TRANSFER,2024-01-01 12:37:00,A,C,PENDING
TX000758,ACC0017,ACC0128,4647.87,TRANSFER,2024-01-01 12:38:00,C,C,PENDING
TX000759,ACC0162,ACC0452,2288.03,TRANSFER,2024-01-01 12:39:00,A,C,PENDING
TX000760,ACC0982,ACC0439,1019.57,TRANSFER,2024-01-01 12:40:00,B,B,PENDING
TX000761,ACC0706,ACC0932,668.25,TRANSFER,2024-01-01 12:41:00,B,C,PENDING
TX000762,ACC0666,ACC0310,803.3,TRANSFER,2024-01-01 12:42:00,A,B,PENDING
TX000763,ACC0956,ACC0898,1377.36,TRANSFER,2024-01-01 12:43:00,C,B,PENDING
TX000764,ACC0671,ACC0370,1259.44,TRANSFER,2024-01-01 12:44:00,C,B,PENDING
TX000765,ACC0381,ACC0681,4519.96,TRANSFER,2024-01-01 12:45:00,A,A,PENDING
TX000766,ACC0170,ACC0054,1987.74,TRANSFER,2024-01-01 12:46:00,C,A,PENDING
TX000767,ACC0313,ACC0744,3500.21,TRANSFER,2024-01-01 12:47:00,B,A,PENDING
TX000768,ACC0240,ACC0440,3280.87,TRANSFER,2024-01-01 12:48:00,A,C,PENDING
TX000769,ACC0721,ACC0098,15.42,TRANSFER,2024-01-01 12:49:00,B,C,PENDING
TX000770,ACC0489,ACC0080,672.17,TRANSFER,2024-01-01 12:50:00,A,C,PENDING
TX000771,ACC0232,ACC0532,3403.11,TRANSFER,2024-01-01 12:51:00,B,B,PENDING
TX000772,ACC0010,ACC0009,3481.03,TRANSFER,2024-01-01 12:52:00,B,A,PENDING
TX000773,ACC0837,ACC0124,4940.89,TRANSFER,2024-01-01 12:53:00,A,B,PENDING
TX000774,ACC0433,ACC0711,669.55,TRANSFER,2024-01-01 12:54:00,B,A,PENDING
TX000775,ACC0073,ACC0235,1921.52,TRANSFER,2024-01-01 12:55:00,B,B,PENDING
TX000776,ACC0749,ACC0826,521.11,TRANSFER,2024-01-01 12:56:00,C,B,PENDING
TX000777,ACC0321,ACC0377,4406.14,TRANSFER,2024-01-01 12:57:00,A,C,PENDING
TX000778,ACC0141,ACC0392,3869.57,TRANSFER,2024-01-01 12:58:00,A,C,PENDING
TX000779,ACC0772,ACC0896,674.4,TRANSFER,2024-01-01 12:59:00,B,C,PENDING
TX000780,ACC0694,ACC0147,351.37,TRANSFER,2024-01-01 13:00:00,B,A,PENDING
TX000781,ACC0577,ACC0009,3055.49,TRANSFER,2024-01-01 13:01:00,B,A,PENDING
TX000782,ACC0169,ACC0451,1762.43,TRANSFER,2024-01-01 13:02:00,B,B,PENDING
TX000783,ACC0219,ACC0644,3743.86,TRANSFER,2024-01-01 13:03:00,A,C,PENDING
TX000784,ACC0942,ACC0422,3084.22,TRANSFER,2024-01-01 13:04:00,A,C,PENDING
TX000785,ACC0454,ACC0881,1094.05,TRANSFER,2024-01-01 13:05:00,B,C,PENDING
TX000786,ACC0919,ACC0103,708.67,TRANSFER,2024-01-01 13:06:00,B,B,PENDING
TX000787,ACC0127,ACC0604,3652.75,TRANSFER,2024-01-01 13:07:00,B,B,PENDING
TX000788,ACC0360,ACC0987,2152.65,TRANSFER,2024-01-01 13:08:00,A,A,PENDING
TX000789,ACC0811,ACC0144,1246.45,TRANSFER,2024-01-01 13:09:00,B,A,PENDING
TX000790,ACC0661,ACC0087,1248.35,TRANSFER,2024-01-01 13:10:00,B,A,PENDING
TX000791,ACC0616,ACC0615,3608.69,TRANSFER,2024-01-01 13:11:00,B,A,PENDING
TX000792,ACC0292,ACC0798,4706.98,TRANSFER,2024-01-01 13:12:00,B,A,PENDING
TX000793,ACC0028,ACC0869,4236.88,TRANSFER,2024-01-01 13:13:00,B,C,PENDING
TX000794,ACC0897,ACC0309,1035.17,TRANSFER,2024-01-01 13:14:00,A,A,PENDING
TX000795,ACC0622,ACC0522,951.35,TRANSFER,2024-01-01 13:15:00,B,A,PENDING
TX000796,ACC0402,ACC0303,3234.39,TRANSFER,2024-01-01 13:16:00,A,A,PENDING
TX000797,ACC0803,ACC0920,3970.95,TRANSFER,2024-01-01 13:17:00,C,C,PENDING
TX000798,ACC0246,ACC0507,1935.57,TRANSFER,2024-01-01 13:18:00,A,A,PENDING
TX000799,ACC0247,ACC0512,3194.03,TRANSFER,2024-01-01 13:19:00,B,C,PENDING
TX000800,ACC0073,ACC0541,4444.74,TRANSFER,2024-01-01 13:20:00,B,B,PENDING
TX000801,ACC0013,ACC0370,4670.28,TRANSFER,2024-01-01 13:21:00,B,B,PENDING
TX000802,ACC0136,ACC0397,4305.46,TRANSFER,2024-01-01 13:22:00,B,B,PENDING
TX000803,ACC0583,ACC0431,1833.41,TRANSFER,2024-01-01 13:23:00,B,C,PENDING
TX000804,ACC0700,ACC0177,3816.0,TRANSFER,2024-01-01 13:24:00,B,A,PENDING
TX000805,ACC0978,ACC0789,374.23,TRANSFER,2024-01-01 13:25:00,A,A,PENDING
TX000806,ACC0602,ACC0070,78.83,TRANSFER,2024-01-01 13:26:00,C,B,PENDING
TX000807,ACC0221,ACC0041,4613.67,TRANSFER,2024-01-01 13:27:00,C,C,PENDING
TX000808,ACC0972,ACC0809,1995.9,TRANSFER,2024-01-01 13:28:00,A,C,PENDING
TX000809,ACC0294,ACC0644,3566.02,TRANSFER,2024-01-01 13:29:00,A,C,PENDING
TX000810,ACC0786,ACC0426,2123.64,TRANSFER,2024-01-01 13:30:00,A,A,PENDING
TX000811,ACC0412,ACC0085,3206.28,TRANSFER,2024-01-01 13:31:00,B,B,PENDING
TX000812,ACC0551,ACC0631,771.88,TRANSFER,2024-01-01 13:32:00,C,B,PENDING
TX000813,ACC0086,ACC0318,404.32,TRANSFER,2024-01-01 13:33:00,C,A,PENDING
TX000814,ACC0944,ACC0209,4871.82,TRANSFER,2024-01-01 13:34:00,C,C,PENDING
TX000815,ACC0160,ACC0550,1640.48,TRANSFER,2024-01-01 13:35:00,B,B,PENDING
TX000816,ACC0601,ACC0650,3818.49,TRANSFER,2024-01-01 13:36:00,B,C,PENDING
TX000817,ACC0666,ACC0698,3219.34,TRANSFER,2024-01-01 13:37:00,A,C,PENDING
TX000818,ACC0318,ACC0716,2193.06,TRANSFER,2024-01-01 13:38:00,A,C,PENDING
TX000819,ACC0977,ACC0867,1200.8,TRANSFER,2024-01-01 13:39:00,C,A,PENDING
TX000820,ACC0251,ACC0089,4623.89,TRANSFER,2024-01-01 13:40:00,C,C,PENDING
TX000821,ACC0119,ACC0465,3065.36,TRANSFER,2024-01-01 13:41:00,C,A,PENDING
TX000822,ACC0057,ACC0317,3333.74,TRANSFER,2024-01-01 13:42:00,A,C,PENDING
TX000823,ACC0674,ACC0759,886.47,TRANSFER,2024-01-01 13:43:00,C,A,PENDING
TX000824,ACC0013,ACC0725,694.69,TRANSFER,2024-01-01 13:44:00,B,C,PENDING
TX000825,ACC0012,ACC0168,2487.1,TRANSFER,2024-01-01 13:45:00,A,A,PENDING
TX000826,ACC0356,ACC0536,2590.94,TRANSFER,2024-01-01 13:46:00,C,C,PENDING
TX000827,ACC0843,ACC0739,1303.64,TRANSFER,2024-01-01 13:47:00,A,B,PENDING
TX000828,ACC0381,ACC0130,3751.38,TRANSFER,2024-01-01 13:48:00,A,B,PENDING
TX000829,ACC0895,ACC0276,3667.35,TRANSFER,2024-01-01 13:49:00,B,A,PENDING
TX000830,ACC0121,ACC0790,4500.49,TRANSFER,2024-01-01 13:50:00,B,B,PENDING
TX000831,ACC0344,ACC0827,2152.33,TRANSFER,2024-01-01 13:51:00,C,C,PENDING
TX000832,ACC0537,ACC0066,1322.12,TRANSFER,2024-01-01 13:52:00,A,A,PENDING
TX000833,ACC0999,ACC0591,3141.39,TRANSFER,2024-01-01 13:53:00,A,A,PENDING
TX000834,ACC0509,ACC0467,2558.8,TRANSFER,2024-01-01 13:54:00,C,C,PENDING
TX000835,ACC0057,ACC0512,4298.21,TRANSFER,2024-01-01 13:55:00,A,C,PENDING
TX000836,ACC0171,ACC0377,794.98,TRANSFER,2024-01-01 13:56:00,A,C,PENDING
TX000837,ACC0792,ACC0106,4472.4,TRANSFER,2024-01-01 13:57:00,A,B,PENDING
TX000838,ACC0691,ACC0741,585.51,TRANSFER,2024-01-01 13:58:00,B,A,PENDING
TX000839,ACC0759,ACC0522,22.82,TRANSFER,2024-01-01 13:59:00,A,A,PENDING
TX000840,ACC0880,ACC0884,71.32,TRANSFER,2024-01-01 14:00:00,B,C,PENDING
TX000841,ACC0048,ACC0484,1826.24,TRANSFER,2024-01-01 14:01:00,A,B,PENDING
TX000842,ACC0943,ACC0154,903.02,TRANSFER,2024-01-01 14:02:00,B,B,PENDING
TX000843,ACC0984,ACC0879,186.46,TRANSFER,2024-01-01 14:03:00,A,A,PENDING
TX000844,ACC0823,ACC0936,3572.96,TRANSFER,2024-01-01 14:04:00,B,A,PENDING
TX000845,ACC0672,ACC0430,1130.33,TRANSFER,2024-01-01 14:05:00,A,B,PENDING
TX000846,ACC0255,ACC0427,4580.12,TRANSFER,2024-01-01 14:06:00,A,B,PENDING
TX000847,ACC0328,ACC0278,4131.73,TRANSFER,2024-01-01 14:07:00,B,C,PENDING
TX000848,ACC0586,ACC0382,605.81,TRANSFER,2024-01-01 14:08:00,B,B,PENDING
TX000849,ACC0690,ACC0924,272.83,TRANSFER,2024-01-01 14:09:00,A,A,PENDING
TX000850,ACC0229,ACC0824,2583.71,TRANSFER,2024-01-01 14:10:00,B,C,PENDING
TX000851,ACC0048,ACC0977,2010.61,TRANSFER,2024-01-01 14:11:00,A,C,PENDING
TX000852,ACC0899,ACC0477,4331.5,TRANSFER,2024-01-01 14:12:00,C,A,PENDING
TX000853,ACC0793,ACC0866,1560.38,TRANSFER,2024-01-01 14:13:00,B,C,PENDING
TX000854,ACC0089,ACC0567,2289.16,TRANSFER,2024-01-01 14:14:00,C,A,PENDING
TX000855,ACC0378,ACC0206,1465.06,TRANSFER,2024-01-01 14:15:00,A,C,PENDING
TX000856,ACC0804,ACC0312,3700.48,TRANSFER,2024-01-01 14:16:00,A,A,PENDING
TX000857,ACC0249,ACC0476,1847.69,TRANSFER,2024-01-01 14:17:00,A,C,PENDING
TX000858,ACC0996,ACC0506,4988.96,TRANSFER,2024-01-01 14:18:00,A,C,PENDING
TX000859,ACC0795,ACC0201,3664.99,TRANSFER,2024-01-01 14:19:00,A,A,PENDING
TX000860,ACC0560,ACC0779,3981.91,TRANSFER,2024-01-01 14:20:00,C,C,PENDING
TX000861,ACC0155,ACC0007,4662.66,TRANSFER,2024-01-01 14:21:00,C,B,PENDING
TX000862,ACC0025,ACC0239,2712.31,TRANSFER,2024-01-01 14:22:00,B,C,PENDING
TX000863,ACC0652,ACC0860,3470.37,TRANSFER,2024-01-01 14:23:00,B,C,PENDING
TX000864,ACC0010,ACC0974,1681.74,TRANSFER,2024-01-01 14:24:00,B,C,PENDING
TX000865,ACC0778,ACC0674,1887.61,TRANSFER,2024-01-01 14:25:00,B,C,PENDING
TX000866,ACC0756,ACC0745,1544.48,TRANSFER,2024-01-01 14:26:00,A,B,PENDING
TX000867,ACC0211,ACC0543,4915.75,TRANSFER,2024-01-01 14:27:00,B,A,PENDING
TX000868,ACC0430,ACC0504,4806.31,TRANSFER,2024-01-01 14:28:00,B,A,PENDING
TX000869,ACC0996,ACC0146,3561.15,TRANSFER,2024-01-01 14:29:00,A,C,PENDING
TX000870,ACC0096,ACC0045,4607.16,TRANSFER,2024-01-01 14:30:00,A,A,PENDING
TX000871,ACC0919,ACC0866,2603.6,TRANSFER,2024-01-01 14:31:00,B,C,PENDING
TX000872,ACC0718,ACC0918,1868.73,TRANSFER,2024-01-01 14:32:00,B,A,PENDING
TX000873,ACC0998,ACC0766,433.66,TRANSFER,2024-01-01 14:33:00,C,B,PENDING
TX000874,ACC0098,ACC0518,676.23,TRANSFER,2024-01-01 14:34:00,C,C,PENDING
TX000875,ACC0840,ACC0404,383.4,TRANSFER,2024-01-01 14:35:00,A,C,PENDING
TX000876,ACC0582,ACC0064,2180.56,TRANSFER,2024-01-01 14:36:00,A,B,PENDING
TX000877,ACC0988,ACC0134,1191.49,TRANSFER,2024-01-01 14:37:00,B,C,PENDING
TX000878,ACC0268,ACC0872,1581.89,TRANSFER,2024-01-01 14:38:00,B,C,PENDING
TX000879,ACC0821,ACC0403,3506.62,TRANSFER,2024-01-01 14:39:00,C,B,PENDING
TX000880,ACC0754,ACC0335,1597.11,TRANSFER,2024-01-01 14:40:00,B,C,PENDING
TX000881,ACC0279,ACC0240,382.69,TRANSFER,2024-01-01 14:41:00,A,A,PENDING
TX000882,ACC0208,ACC0140,3901.89,TRANSFER,2024-01-01 14:42:00,B,C,PENDING
TX000883,ACC0599,ACC0112,785.5,TRANSFER,2024-01-01 14:43:00,C,B,PENDING
TX000884,ACC0169,ACC0461,2335.62,TRANSFER,2024-01-01 14:44:00,B,C,PENDING
TX000885,ACC0417,ACC0124,2684.26,TRANSFER,2024-01-01 14:45:00,A,B,PENDING
TX000886,ACC0988,ACC0789,1046.1,TRANSFER,2024-01-01 14:46:00,B,A,PENDING
TX000887,ACC0316,ACC0475,1332.39,TRANSFER,2024-01-01 14:47:00,B,B,PENDING
TX000888,ACC0123,ACC0093,796.5,TRANSFER,2024-01-01 14:48:00,A,A,PENDING
TX000889,ACC0703,ACC0312,4133.67,TRANSFER,2024-01-01 14:49:00,B,A,PENDING
TX000890,ACC0714,ACC0618,211.25,TRANSFER,2024-01-01 14:50:00,A,A,PENDING
TX000891,ACC0856,ACC0878,1645.69,TRANSFER,2024-01-01 14:51:00,B,C,PENDING
TX000892,ACC0094,ACC0729,1248.61,TRANSFER,2024-01-01 14:52:00,B,A,PENDING
TX000893,ACC0365,ACC0406,2572.16,TRANSFER,2024-01-01 14:53:00,C,B,PENDING
TX000894,ACC0694,ACC0307,1308.23,TRANSFER,2024-01-01 14:54:00,B,B,PENDING
TX000895,ACC0179,ACC0032,4760.96,TRANSFER,2024-01-01 14:55:00,C,C,PENDING
TX000896,ACC0876,ACC0464,2784.21,TRANSFER,2024-01-01 14:56:00,A,C,PENDING
TX000897,ACC0564,ACC0256,482.68,TRANSFER,2024-01-01 14:57:00,A,B,PENDING
TX000898,ACC0105,ACC0824,3971.11,TRANSFER,2024-01-01 14:58:00,A,C,PENDING
TX000899,ACC0125,ACC0013,317.73,TRANSFER,2024-01-01 14:59:00,C,B,PENDING
TX000900,ACC0800,ACC0228,662.27,TRANSFER,2024-01-01 15:00:00,C,A,PENDING
TX000901,ACC0844,ACC0411,1867.48,TRANSFER,2024-01-01 15:01:00,B,A,PENDING
TX000902,ACC0646,ACC0961,3226.98,TRANSFER,2024-01-01 15:02:00,B,B,PENDING
TX000903,ACC0597,ACC0601,1301.52,TRANSFER,2024-01-01 15:03:00,A,B,PENDING
TX000904,ACC0833,ACC0077,118.78,TRANSFER,2024-01-01 15:04:00,C,C,PENDING
TX000905,ACC0067,ACC0203,4513.46,TRANSFER,2024-01-01 15:05:00,B,C,PENDING
TX000906,ACC0455,ACC0829,652.67,TRANSFER,2024-01-01 15:06:00,C,B,PENDING
TX000907,ACC0927,ACC0868,4148.49,TRANSFER,2024-01-01 15:07:00,A,B,PENDING
TX000908,ACC0340,ACC0126,223.05,TRANSFER,2024-01-01 15:08:00,B,A,PENDING
TX000909,ACC0473,ACC0052,848.27,TRANSFER,2024-01-01 15:09:00,C,B,PENDING
TX000910,ACC0588,ACC0444,4110.21,TRANSFER,2024-01-01 15:10:00,A,A,PENDING
TX000911,ACC0405,ACC0509,157.12,TRANSFER,2024-01-01 15:11:00,A,C,PENDING
TX000912,ACC0700,ACC0437,872.31,TRANSFER,2024-01-01 15:12:00,B,C,PENDING
TX000913,ACC0220,ACC0931,943.88,TRANSFER,2024-01-01 15:13:00,B,B,PENDING
TX000914,ACC0287,ACC0457,4418.28,TRANSFER,2024-01-01 15:14:00,C,B,PENDING
TX000915,ACC0036,ACC0629,3099.69,TRANSFER,2024-01-01 15:15:00,A,C,PENDING
TX000916,ACC0252,ACC0663,1482.57,TRANSFER,2024-01-01 15:16:00,A,A,PENDING
TX000917,ACC0422,ACC0904,2757.94,TRANSFER,2024-01-01 15:17:00,C,B,PENDING
TX000918,ACC0063,ACC0090,1406.08,TRANSFER,2024-01-01 15:18:00,A,A,PENDING
TX000919,ACC0141,ACC0430,1005.29,TRANSFER,2024-01-01 15:19:00,A,B,PENDING
TX000920,ACC0906,ACC0817,2633.81,TRANSFER,2024-01-01 15:20:00,A,B,PENDING
TX000921,ACC0646,ACC0822,2722.85,TRANSFER,2024-01-01 15:21:00,B,A,PENDING
TX000922,ACC0020,ACC0392,3911.76,TRANSFER,2024-01-01 15:22:00,C,C,PENDING
TX000923,ACC0368,ACC0492,2727.14,TRANSFER,2024-01-01 15:23:00,C,A,PENDING
TX000924,ACC0497,ACC0353,4564.26,TRANSFER,2024-01-01 15:24:00,C,C,PENDING
TX000925,ACC0515,ACC0330,1948.02,TRANSFER,2024-01-01 15:25:00,C,A,PENDING
TX000926,ACC0185,ACC0027,1601.2,TRANSFER,2024-01-01 15:26:00,C,A,PENDING
TX000927,ACC0225,ACC0031,4479.87,TRANSFER,2024-01-01 15:27:00,A,B,PENDING
TX000928,ACC0798,ACC0288,302.37,TRANSFER,2024-01-01 15:28:00,A,A,PENDING
TX000929,ACC0484,ACC0543,1793.59,TRANSFER,2024-01-01 15:29:00,B,A,PENDING
TX000930,ACC0599,ACC0239,4870.16,TRANSFER,2024-01-01 15:30:00,C,C,PENDING
TX000931,ACC0103,ACC0254,3287.75,TRANSFER,2024-01-01 15:31:00,B,C,PENDING
TX000932,ACC0273,ACC0547,4083.26,TRANSFER,2024-01-01 15:32:00,A,B,PENDING
TX000933,ACC0940,ACC0755,288.98,TRANSFER,2024-01-01 15:33:00,B,C,PENDING
TX000934,ACC0971,ACC0225,2882.7,TRANSFER,2024-01-01 15:34:00,C,A,PENDING
TX000935,ACC0817,ACC0398,1780.48,TRANSFER,2024-01-01 15:35:00,B,C,PENDING
TX000936,ACC0860,ACC0866,876.82,TRANSFER,2024-01-01 15:36:00,C,C,PENDING
TX000937,ACC0243,ACC0607,1596.84,TRANSFER,2024-01-01 15:37:00,A,B,PENDING
TX000938,ACC0756,ACC0715,1800.33,TRANSFER,2024-01-01 15:38:00,A,B,PENDING
TX000939,ACC0606,ACC0029,3520.23,TRANSFER,2024-01-01 15:39:00,A,C,PENDING
TX000940,ACC0361,ACC0971,2842.58,TRANSFER,2024-01-01 15:40:00,B,C,PENDING
TX000941,ACC0146,ACC0577,4742.36,TRANSFER,2024-01-01 15:41:00,C,B,PENDING
TX000942,ACC0857,ACC0830,4409.32,TRANSFER,2024-01-01 15:42:00,C,C,PENDING
TX000943,ACC0505,ACC0556,1552.17,TRANSFER,2024-01-01 15:43:00,B,B,PENDING
TX000944,ACC0503,ACC0039,460.38,TRANSFER,2024-01-01 15:44:00,C,A,PENDING
TX000945,ACC0239,ACC0617,1101.86,TRANSFER,2024-01-01 15:45:00,C,C,PENDING
TX000946,ACC0540,ACC0490,13.41,TRANSFER,2024-01-01 15:46:00,A,B,PENDING
TX000947,ACC0940,ACC0629,1015.31,TRANSFER,2024-01-01 15:47:00,B,C,PENDING
TX000948,ACC0134,ACC0349,3587.52,TRANSFER,2024-01-01 15:48:00,C,B,PENDING
TX000949,ACC0941,ACC0822,4222.98,TRANSFER,2024-01-01 15:49:00,C,A,PENDING
TX000950,ACC0332,ACC0061,119.35,TRANSFER,2024-01-01 15:50:00,C,B,PENDING
TX000951,ACC0601,ACC0722,4586.95,TRANSFER,2024-01-01 15:51:00,B,C,PENDING
TX000952,ACC0793,ACC0114,4233.94,TRANSFER,2024-01-01 15:52:00,B,A,PENDING
TX000953,ACC0882,ACC0374,4803.19,TRANSFER,2024-01-01 15:53:00,A,C,PENDING
TX000954,ACC0383,ACC0722,4710.2,TRANSFER,2024-01-01 15:54:00,C,C,PENDING
TX000955,ACC0406,ACC0601,514.15,TRANSFER,2024-01-01 15:55:00,B,B,PENDING
TX000956,ACC0310,ACC0331,690.89,TRANSFER,2024-01-01 15:56:00,B,B,PENDING
TX000957,ACC0162,ACC0750,4743.98,TRANSFER,2024-01-01 15:57:00,A,A,PENDING
TX000958,ACC0811,ACC0655,4803.7,TRANSFER,2024-01-01 15:58:00,B,B,PENDING
TX000959,ACC0665,ACC0325,879.27,TRANSFER,2024-01-01 15:59:00,C,B,PENDING
TX000960,ACC0992,ACC0576,3470.87,TRANSFER,2024-01-01 16:00:00,C,A,PENDING
TX000961,ACC0952,ACC0629,3937.09,TRANSFER,2024-01-01 16:01:00,B,C,PENDING
TX000962,ACC0229,ACC0682,2948.86,TRANSFER,2024-01-01 16:02:00,B,B,PENDING
TX000963,ACC0180,ACC0388,1541.05,TRANSFER,2024-01-01 16:03:00,A,B,PENDING
TX000964,ACC0706,ACC0302,645.47,TRANSFER,2024-01-01 16:04:00,B,C,PENDING
TX000965,ACC0747,ACC0002,4744.45,TRANSFER,2024-01-01 16:05:00,A,C,PENDING
TX000966,ACC0972,ACC0587,1964.09,TRANSFER,2024-01-01 16:06:00,A,C,PENDING
TX000967,ACC0790,ACC0989,2841.74,TRANSFER,2024-01-01 16:07:00,B,C,PENDING
TX000968,ACC0187,ACC0617,1597.9,TRANSFER,2024-01-01 16:08:00,B,C,PENDING
TX000969,ACC0829,ACC0991,3060.79,TRANSFER,2024-01-01 16:09:00,B,B,PENDING
TX000970,ACC0655,ACC0580,529.51,TRANSFER,2024-01-01 16:10:00,B,B,PENDING
TX000971,ACC0509,ACC0145,1662.53,TRANSFER,2024-01-01 16:11:00,C,B,PENDING
TX000972,ACC0080,ACC0244,1740.58,TRANSFER,2024-01-01 16:12:00,C,B,PENDING
TX000973,ACC0328,ACC0172,3184.57,TRANSFER,2024-01-01 16:13:00,B,B,PENDING
TX000974,ACC0987,ACC0091,4110.09,TRANSFER,2024-01-01 16:14:00,A,B,PENDING
TX000975,ACC0687,ACC0655,3649.14,TRANSFER,2024-01-01 16:15:00,A,B,PENDING
TX000976,ACC0344,ACC0458,66.86,TRANSFER,2024-01-01 16:16:00,C,C,PENDING
TX000977,ACC0215,ACC0256,3468.95,TRANSFER,2024-01-01 16:17:00,C,B,PENDING
TX000978,ACC0359,ACC0263,3937.23,TRANSFER,2024-01-01 16:18:00,C,C,PENDING
TX000979,ACC0738,ACC0002,250.26,TRANSFER,2024-01-01 16:19:00,A,C,PENDING
TX000980,ACC0449,ACC0751,2104.07,TRANSFER,2024-01-01 16:20:00,C,B,PENDING
TX000981,ACC0171,ACC0906,2075.96,TRANSFER,2024-01-01 16:21:00,A,A,PENDING
TX000982,ACC0903,ACC0388,1762.64,TRANSFER,2024-01-01 16:22:00,A,B,PENDING
TX000983,ACC0385,ACC0104,4145.75,TRANSFER,2024-01-01 16:23:00,B,C,PENDING
TX000984,ACC0808,ACC0885,2894.5,TRANSFER,2024-01-01 16:24:00,B,A,PENDING
TX000985,ACC0777,ACC0704,1135.66,TRANSFER,2024-01-01 16:25:00,A,C,PENDING
TX000986,ACC0463,ACC0076,3997.98,TRANSFER,2024-01-01 16:26:00,B,B,PENDING
TX000987,ACC0035,ACC0302,110.19,TRANSFER,2024-01-01 16:27:00,C,C,PENDING
TX000988,ACC0268,ACC0975,532.58,TRANSFER,2024-01-01 16:28:00,B,A,PENDING
TX000989,ACC0351,ACC0175,4440.78,TRANSFER,2024-01-01 16:29:00,A,B,PENDING
TX000990,ACC0165,ACC0750,384.26,TRANSFER,2024-01-01 16:30:00,A,A,PENDING
TX000991,ACC0965,ACC0920,4890.43,TRANSFER,2024-01-01 16:31:00,C,C,PENDING
TX000992,ACC0347,ACC0609,4926.53,TRANSFER,2024-01-01 16:32:00,C,A,PENDING
TX000993,ACC0915,ACC0495,3525.48,TRANSFER,2024-01-01 16:33:00,A,A,PENDING
TX000994,ACC0442,ACC0966,3271.64,TRANSFER,2024-01-01 16:34:00,B,A,PENDING
TX000995,ACC0622,ACC0912,2176.66,TRANSFER,2024-01-01 16:35:00,B,A,PENDING
TX000996,ACC0055,ACC0104,1662.16,TRANSFER,2024-01-01 16:36:00,B,C,PENDING
TX000997,ACC0998,ACC0195,2052.31,TRANSFER,2024-01-01 16:37:00,C,A,PENDING
TX000998,ACC0568,ACC0740,4628.61,TRANSFER,2024-01-01 16:38:00,B,C,PENDING
TX000999,ACC0554,ACC0272,3306.38,TRANSFER,2024-01-01 16:39:00,C,C,PENDING
TX001000,ACC0305,ACC0244,488.62,TRANSFER,2024-01-01 16:40:00,C,B,PENDING
TX001001,ACC0403,ACC0586,2752.82,TRANSFER,2024-01-01 16:41:00,B,B,PENDING
TX001002,ACC0503,ACC0158,281.98,TRANSFER,2024-01-01 16:42:00,C,C,PENDING
TX001003,ACC0004,ACC0438,447.27,TRANSFER,2024-01-01 16:43:00,B,A,PENDING
TX001004,ACC0844,ACC0678,3129.2,TRANSFER,2024-01-01 16:44:00,B,A,PENDING
TX001005,ACC0492,ACC0205,493.96,TRANSFER,2024-01-01 16:45:00,A,B,PENDING
TX001006,ACC0212,ACC0175,3194.57,TRANSFER,2024-01-01 16:46:00,C,B,PENDING
TX001007,ACC0084,ACC0485,4220.41,TRANSFER,2024-01-01 16:47:00,A,C,PENDING
TX001008,ACC0316,ACC0804,1993.36,TRANSFER,2024-01-01 16:48:00,B,A,PENDING
TX001009,ACC0501,ACC0917,3308.59,TRANSFER,2024-01-01 16:49:00,A,C,PENDING
